"x","y"
241.168833316752,449.379925341106
62.8230730028859,442.229029238576
237.183158703588,462.227601069819
154.253736013194,455.955583956222
92.983434813459,512.722263257929
11.6823884848515,431.580882758077
147.35414202518,434.182466294538
163.008439437941,503.733572426283
151.579339832073,521.42691238198
116.300695798304,521.43733902511
101.04519202101,374.377281513167
162.48205436316,520.619251834309
61.0456958180629,425.451320342763
20.8433029219436,388.519566019704
136.632258077749,523.30811146416
80.2570908030149,471.420780709292
88.7611038696027,523.832558184197
64.1144877220159,482.994654502597
7.52502768787258,515.989775103584
235.98034237588,381.050364816071
48.7519548418689,476.544645040295
8.99913823935202,520.299632913018
59.8858347633872,434.176307078957
199.06946972143,462.363094351828
95.7328703635709,408.977440566857
78.8589251526303,402.518356124747
7.03804554634107,435.100680271096
56.4098299870118,399.27854766384
225.594353705688,443.546327554666
126.911668158627,375.028136828885
10.2487794232763,380.064520000952
64.2983640635179,473.308594844788
22.9935554966913,457.448041055021
