"x","y"
169.325357059885,16.0150630002225
219.3753037082,290.244317823648
160.00682093754,214.575827639013
58.21238108719,151.536606334543
69.1666619241398,67.3417753892936
155.899996081129,76.5597218847101
24.9446712409415,51.6848401381687
59.0996892653291,293.932294887341
0.27950151461021,140.367864287097
11.1489113858407,253.093694179469
232.78797359923,17.729753527198
153.189109413568,94.8851700613616
28.5624540853023,208.754730127362
206.832354767989,215.209270813335
236.509454367828,75.4407079456928
219.353832153616,222.588815000767
32.3678287787392,269.926576519748
239.029228300564,74.6840857430368
10.5039033255931,150.226051713846
101.279841436996,157.070886688844
240.86480957502,368.508155168488
146.811353181046,1.8002392287987
39.5587516118722,87.5893028150911
225.11693580161,32.7585324616541
196.553271719,291.881417518991
161.838850732285,136.116578432033
104.718534973274,42.8647091315337
234.30829909358,30.116364868454
164.819093514608,370.071831814355
149.910807237534,331.319343380192
18.9419891089279,62.6997889229976
129.477301824829,310.184000211382
9.29909568732869,297.950614117151
96.7084340104597,202.165386919419
152.827763400916,67.3768124782768
117.111823170105,254.667493740466
33.9242075976264,317.265085071997
130.855461604819,116.876092276022
40.0225043361593,0.83436207234049
46.473206647244,186.216446561479
214.002169119451,200.47379581607
137.580204961347,25.3045863408552
33.527573232334,340.801961919761
8.23749395810522,208.473373070576
236.796192152894,139.001272833319
12.1341725812184,292.611665392634
184.838128651257,318.241721350537
137.606980697874,201.500315364006
200.027702687951,281.982686581715
233.656906970567,279.143113604206
230.724492993283,117.756679366353
88.2926047809775,370.129794223981
88.6482076067732,359.313432561287
20.9112663623236,133.548721358917
204.809734055901,363.362569985121
210.70925519384,189.611888714499
211.576016762535,132.671726048775
4.636578830074,27.2306974809088
57.9602287308613,146.723513126685
158.895520608493,78.0771613487226
66.3720467111447,199.630101111163
14.1768577714103,92.5920343500066
42.7146042228139,68.408175824331
62.8763667003157,362.733871946465
